id,name,isFemale,photo_url,introduction,birth_date
37,Aaron Eckhart,0,https://m.media-amazon.com/images/M/MV5BMTc4MTAyNzMzNF5BMl5BanBnXkFtZTcwMzQ5MzQzMg@@._V1_.jpg,"
Aaron Eckhart was born on March 12, 1968 in Cupertino, California, USA. He is an actor and producer, known for ",1968-3-12
38,Michael Caine,0,https://m.media-amazon.com/images/M/MV5BMjAwNzIwNTQ4Ml5BMl5BanBnXkFtZTYwMzE1MTUz._V1_.jpg,"
Michael Caine was born Maurice Joseph Micklewhite in London, to Ellen Frances Marie (Burchell), a charlady, and Maurice Joseph Micklewhite, a fish-market porter. He left school at age 15 and took a series of working-class jobs before joining the British army and serving in Korea during the Korean War, where he saw combat. Upon his return to ...            ",1933-3-14
39,Maggie Gyllenhaal,1,https://m.media-amazon.com/images/M/MV5BMTM1MjY3NzA4NF5BMl5BanBnXkFtZTcwNzE4MjMyMw@@._V1_.jpg,"
Academy Award-nominated actress Maggie Gyllenhaal was born on November 16, 1977, on the Lower East Side of Manhattan in New York City. Her parents, ",1977-11-16
40,Gary Oldman,0,https://m.media-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_.jpg,"
Gary Oldman is a talented English movie star and character actor, renowned for his expressive acting style. One of the most celebrated thespians of his generation, with a diverse career encompassing theatre, film and television, he is known for his roles as ",1958-3-21
41,Monique Gabriela Curnen,1,https://m.media-amazon.com/images/M/MV5BOGUzODlhNDEtYzFiMS00YjIyLWFkYjItOGVjYWZhN2Q2MDkxXkEyXkFqcGdeQXVyMTI4MzU0Mg@@._V1_.jpg,"
Monique Gabriela Curnen is an American actress who has worked in theater, film and television. She grew up in Massachusetts. Both parents were educators and encouraged creativity in the home. Monique took an interest in acting after watching her older brother perform in a school orchestra, and soon began performing in school plays. After graduating...            ",1970-9-7
42,Ron Dean,0,https://m.media-amazon.com/images/M/MV5BMTM5MTc5MjE3OF5BMl5BanBnXkFtZTcwNzg1MjQyOA@@._V1_.jpg,"
Ron Dean is a character actor with over thirty years of film and television roles to his credit. This multi-talented actor, with a ""tough guy"" demeanor, has masterfully played nasty villains to hard, authoritative individuals (often as cops and military officials). Ron Dean has played in several notable films with many of Hollywood's biggest names...            ",1938-8-15
43,Cillian Murphy,0,https://m.media-amazon.com/images/M/MV5BMTUzMjg1NzIyOV5BMl5BanBnXkFtZTYwMzg2Mjgy._V1_.jpg,"
Striking Irish actor Cillian Murphy was born in Douglas, the oldest child of Brendan Murphy, who works for the Irish Department of Education, and a mother who is a teacher of French. He has three younger siblings. Murphy was educated at Presentation Brothers College, Cork. He went on to study law at University College Cork, but dropped out after ...            ",1976-5-25
44,Chin Han,0,https://m.media-amazon.com/images/M/MV5BNDA5NDc1NTAwNV5BMl5BanBnXkFtZTgwNDA4Mjk5MjE@._V1_.jpg,"
Named one of Asia's 25 greatest actors of all-time by CNNGo (a division of CNN) alongside stars like Japan's Toshiro Mifune and India's Amitabh Bachchan and nominated for Variety's Asian Star of the Year Award in 2013, Chin Han's 20 year career has spanned many international theater, television and film projects. He has also been invited to join ...            ",1969-11-27
45,Nestor Carbonell,0,https://m.media-amazon.com/images/M/MV5BMjg5NGIwZDMtNTkwMy00MjVlLWI4OWUtNWEzYWY2NmRkNGVlXkEyXkFqcGdeQXVyMTk3MzM4NDU@._V1_.jpg,"
He is most often recognized for his integral role in the series ""Lost"" as Richard Alpert, as well as his turn as Mayor Anthony Garcia opposite Gary Oldman in Christopher Nolan's ""The Dark Knight"". He reprised his role as the Mayor in the box-office hit ""The Dark Knight Rises"". Nestor can be seen starring in Universal's ""Bates Motel"" (2013-2017) as ...            ",1967-12-1
46,Eric Roberts,0,https://m.media-amazon.com/images/M/MV5BMTQ2MTk3OTgwM15BMl5BanBnXkFtZTcwODE1OTIwMw@@._V1_.jpg,"
Roberts is an Academy Award nominee for his role in Runaway Train, and a three-time Golden Globe nominee for Runaway Train, Star 80, and King of the Gypsies. In addition, Roberts received acclaim at the Sundance Film Festival for his role in A Guide to Recognizing Your Saints and It's My Party. He also starred in La Cucaracha, which won Best Film ...            ",1956-4-18
47,Ritchie Coster,0,https://m.media-amazon.com/images/M/MV5BMTMxMjE2MTU5M15BMl5BanBnXkFtZTYwNTM2ODM0._V1_.jpg,"
Ritchie Coster was born on July 1, 1967 in London, England. He is an actor, known for ",1967-7-1
48,Anthony Michael Hall,0,https://m.media-amazon.com/images/M/MV5BOTdhZmJlMmUtZjdhYi00MDVjLWFhZmMtNTY4MDU5OWIyMTU5XkEyXkFqcGdeQXVyODUwMjgxNDU@._V1_.jpg,"
Anthony Michael Hall was born in West Roxbury, Massachusetts. His parents are ",1968-4-14
49,Keith Szarabajka,0,https://m.media-amazon.com/images/M/MV5BODlkNjRlODYtMzNkNi00YzdmLTlmMGItNzUxNGI0MTgyZTAyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg,"
Keith Szarabajka was born on December 2, 1952 in Oak Park, Illinois, USA. He is an actor and writer, known for ",1952-12-2
50,Colin McFarlane,0,https://m.media-amazon.com/images/M/MV5BMTIzNDI4NzQzMF5BMl5BanBnXkFtZTYwMDQyNDcy._V1_.jpg,"
Colin McFarlane was born on September 15, 1961 in Clapton, London, England. He is known for ",1961-9-15
51,Joshua Harto,0,https://m.media-amazon.com/images/M/MV5BYjVlMDk3MTMtMDc0Ni00ZmQxLTg1MWQtYTUzYWNhMWU2NjdjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg,"
Joshua Harto was born on January 9, 1979 in Huntington, West Virginia, USA. He is an actor and writer, known for ",1979-1-9
52,Robert De Niro,0,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg,"
One of the greatest actors of all time, Robert De Niro was born on August 17, 1943 in Manhattan, New York City, to artists Virginia (Admiral) and ",1943-8-17
53,Lee Strasberg,0,https://m.media-amazon.com/images/M/MV5BNTkzNDM2OTA4N15BMl5BanBnXkFtZTcwMDg2MzY2OQ@@._V1_.jpg,"
Famed acting teacher Lee Strasberg was born Israel Strassberg in Budzanov, Austria-Hungary (now Budanov, Ukraine). Brought to America as a child, he had a brief acting career, before becoming one of the founders of the Group Theatre in 1931, directing a number of plays there. His greatest influence, however, was through the Actors Studio, where he ...            ",1901-11-17
54,Michael V. Gazzo,0,https://m.media-amazon.com/images/M/MV5BMTY0NTkwNDYxNl5BMl5BanBnXkFtZTcwMDc1ODcwOA@@._V1_.jpg,"
Michael Vincente Gazzo was born in Hillside, New Jersey, on April 5, 1923. He attended ",1923-4-5
55,G.D. Spradlin,0,https://m.media-amazon.com/images/M/MV5BMTY2NjM5ODQyMF5BMl5BanBnXkFtZTcwNjgzOTIxNg@@._V1_.jpg,"
G.D. Spradlin was born on August 31, 1920 in Pauls Valley, Oklahoma, USA. He was an actor and director, known for ",1920-8-31
56,Richard Bright,0,https://m.media-amazon.com/images/M/MV5BODZmNzZhMTgtMDdhMC00YzRhLWJlYzQtZWI0OGQ4YzI1ZDA3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg,"
Fair complexioned, cold-eyed actor Richard Bright notched up an impressive array of character performances of often shifty, or deadly characters on the wrong side of the law. He first came to attention as a burglar in the engrossing ",1937-6-28
57,Gastone Moschin,0,https://m.media-amazon.com/images/M/MV5BOWI2ZmEyNWUtYTliZi00NTVmLTg3ZTEtNzY4Mzc3ZTZmNWM5XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg,"
Gastone Moschin was born on June 8, 1929 in San Giovanni Lupatoto, Veneto, Italy. He is known for ",1929-6-8
58,Tom Rosqui,0,https://m.media-amazon.com/images/M/MV5BOTdkMTJmNjktZjE3NS00NjJlLTk3NTEtMGQyOGQ2ZjU1ZTliXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg,"
American character actor with extensive stage experience. Born in Oakland, California, he appeared on Broadway in ""Sticks and Bones,"" and ""The Price,"" among others. He acted often in television, but his most prominent role was as Corleone family bodyguard Rocco Lampone in the first two 'Godfather' movies. Following a long bout with cancer, he died...            ",1928-6-12
59,Bruno Kirby,0,https://m.media-amazon.com/images/M/MV5BMTI4NTQ4NTU0OV5BMl5BanBnXkFtZTcwNTA2MDAxMw@@._V1_.jpg,"
Native New Yorker and Italianate Bruno Kirby tended towards assertive, pushy, streetwise characters and was armed with a highly distinctive scratchy tenor voice that complemented his slim eyes and droopy puss and accentuated his deadpan comedic instincts on film and TV. The well-regarded character actor was born Bruno Giovanni Quidaciolu on April ...            ",1949-4-28
60,Frank Sivero,0,https://m.media-amazon.com/images/M/MV5BMTkzNDQxMTcxMF5BMl5BanBnXkFtZTcwNTU0NDgyMQ@@._V1_.jpg,"
Frank Sivero (born January 6, 1952) is an American character actor, perhaps best known for playing the roles of Genco Abbandando in Mario Puzo's and Francis Ford Coppola's The Godfather Part II and Frankie Carbone (based on Angelo Sepe) in Martin Scorsese's Goodfellas. Sivero was born Francesco LoGiudice in Siculiana, Sicily, Italy, and raised in ...            ",1952-1-6
61,Francesca De Sapio,1,https://m.media-amazon.com/images/M/MV5BZWMxZjYxOGUtOTEzMi00OTJlLThlMTQtNGMxMzU5NjcxOGRkXkEyXkFqcGdeQXVyNjA2MDUzNTI@._V1_.jpg,"
Born in Rome, Italy. After completing her undergraduate studies in 1965, she moved to United States. Became a member of the Actor's Studio in 1969. Began her movie career and worked with ",1945-8-16
62,Marianna Hill,1,https://m.media-amazon.com/images/M/MV5BMjE4MTc3NTEzOF5BMl5BanBnXkFtZTcwMzIzMDU4Mg@@._V1_.jpg,"
A familiar character actress, Mariana Hill is the daughter of a building contractor. From her native southern California, her family moved around quite a bit, including to Canada, Spain and Great Britain. As a result, she became familiar with different accents and dialects, whether a French accent (for a guest appearance on ",1942-2-9
63,Leopoldo Trieste,0,https://m.media-amazon.com/images/M/MV5BNmNkOTc4ZmUtZjI3NC00MmI2LWI1N2EtY2MwN2QxZmNkMmUxXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg,"
Leopoldo Trieste was born on May 3, 1917 in Reggio Calabria, Calabria, Italy. He was an actor and writer, known for ",1917-5-3
64,Henry Fonda,0,https://m.media-amazon.com/images/M/MV5BOTEwNjQ2ODQ4Nl5BMl5BanBnXkFtZTYwMzEwMTM2._V1_.jpg,"
Born in Grand Island, Nebraska, Henry Fonda started his acting debut with the Omaha Community Playhouse, a local amateur theater troupe directed by Dorothy Brando. He moved to the Cape Cod University Players and later Broadway, New York to expand his theatrical career from 1926 to 1934. His first major roles in Broadway include ""New Faces of ...            ",1905-5-16
65,Lee J. Cobb,0,https://m.media-amazon.com/images/M/MV5BNDc3MTM0MDQyMF5BMl5BanBnXkFtZTYwMTczMTg2._V1_.jpg,"
Lee J. Cobb, one of the premier character actors in American film for three decades in the post-World War II period, was born Leo Jacoby in New York City's Lower East Side on December 8, 1911. The son of a Jewish newspaper editor, young Leo was a child prodigy in music, mastering the violin and the harmonica. Any hopes of a career as a violin ...            ",1911-12-8
66,Martin Balsam,0,https://m.media-amazon.com/images/M/MV5BMTQwOTE4MjMxM15BMl5BanBnXkFtZTcwMDc5MDg5Nw@@._V1_.jpg,"
Martin Henry Balsam was born on November 4, 1919 in the Bronx, New York City, to Lillian (Weinstein) and Albert Balsam, a manufacturer of women's sportswear. He was the first-born child. His father was a Russian Jewish immigrant, and his mother was born in New York, to Russian Jewish parents. Martin caught the acting bug in high school where he ...            ",1919-11-4
67,John Fiedler,0,https://m.media-amazon.com/images/M/MV5BMTc1Njg3NDg1OF5BMl5BanBnXkFtZTcwMjY2MTYxOA@@._V1_.jpg,"
Typical of busy character actors, Fiedler made his face (and voice) recognizable to millions. Many know the bald-pated Fiedler as therapy patient ""Mr. Peterson"" on ",1925-2-3
68,E.G. Marshall,0,https://m.media-amazon.com/images/M/MV5BMTY3Nzg5MTMwOF5BMl5BanBnXkFtZTYwMzk2MTQ2._V1_.jpg,"
With over 150 Film and TV appearances to his credit, E. G. Marshall was arguably most well known as the imperturbable Juror No. 4 in the ",1914-6-18
69,Jack Klugman,0,https://m.media-amazon.com/images/M/MV5BMTkwMDIzOTg0N15BMl5BanBnXkFtZTYwODg0NDE2._V1_.jpg,"
As a film character actor, Klugman was the epitome of the everyman. He was one of the pioneers of television acting in the 1950s, and is best remembered for his 1970s TV work as Oscar Madison on ",1922-4-27
70,Edward Binns,0,https://m.media-amazon.com/images/M/MV5BNzAwODU2Njk2Ml5BMl5BanBnXkFtZTcwMjkxODUxOA@@._V1_.jpg,"
Gravel-voiced, authoritative American character actor, a reliable presence on screen for more than four decades. Edward Thomas Binns was born in Philadelphia, Pennsylvania, to Esther (Bracken) and Edward Thoms Binns. His family were Quakers. He was a graduate of Pennsylvania State University and first learned his trade as an apprentice at the ...            ",1916-9-12
71,Jack Warden,0,https://m.media-amazon.com/images/M/MV5BMTc1Mjk3Njc5MV5BMl5BanBnXkFtZTcwMDk2MzUzMQ@@._V1_.jpg,"
Jack Warden was born John Warden Lebzelter, Jr. on September 18, 1920 in Newark, New Jersey, to Laura M. (Costello) and John Warden Lebzelter. His father was of German and Irish descent, and his mother was of Irish ancestry. Raised in Louisville, Kentucky, at the age of seventeen, young Jack Lebzelter was expelled from Louisville's DuPont Manual ...            ",1920-9-18
72,Ed Begley,0,https://m.media-amazon.com/images/M/MV5BMTQwMTM0Njg2N15BMl5BanBnXkFtZTcwNzgzNzg1MQ@@._V1_.jpg,"
Charismatic character star Edward James Begley was born in Hartford, Connecticut of Irish parents and educated at St.Patrick's school. His interest in acting first surfaced at the age of nine, when he performed amateur theatricals at the Hartford Globe Theatre. Determined to make his own way, he left home aged eleven and drifted from job to job, ...            ",1901-3-25
73,George Voskovec,0,https://m.media-amazon.com/images/M/MV5BMTU1NDcyMjg0M15BMl5BanBnXkFtZTcwMTY2MzAyOA@@._V1_.jpg,"
Czech actor/producer/director/author George Voskovec was born Jirí Wachsmann on June 19, 1905, the son of Jirina Valentina Marie (nee Pinkasová) and Vilem Eduard Voskovec (Wachsmann). His ancestry was Czech, German, and French. Prior to George's birth, the spelling of the family name was Vaksman (Russian). By the time he was born, which was ...            ",1905-6-19
74,Robert Webber,0,https://m.media-amazon.com/images/M/MV5BMTM2MTA3NzYxNl5BMl5BanBnXkFtZTcwMTM0OTUwOA@@._V1_.jpg,"
Over his 40-year career as one of Hollywood's veteran character actors, Robert Webber always marked his spot by playing all types of roles and was not stereotyped into playing just one kind of character. Sometimes he even got to play a leading role (see ",1924-10-14
